context	ref	alt	mu	methylation_level	worst_csq	coverage	AM_CLASS	high_AM_SCORE	variant_count	singleton_count
ACT	C	T	7.9566e-09	0	missense_variant	62	pathogenic	0	64	38
ACT	C	T	7.9566e-09	0	missense_variant	62	pathogenic	1	74	56
ACT	C	T	7.9566e-09	0	missense_variant	62	NA	NA	41	19
ACT	C	T	7.9566e-09	0	missense_variant	63	ambiguous	0	78	52
ACT	C	T	7.9566e-09	0	missense_variant	63	benign	0	668	378
ACT	C	T	7.9566e-09	0	missense_variant	63	pathogenic	0	59	39
ACT	C	T	7.9566e-09	0	missense_variant	63	pathogenic	1	61	40
ACT	C	T	7.9566e-09	0	missense_variant	63	NA	NA	41	17
ACT	C	T	7.9566e-09	0	missense_variant	64	ambiguous	0	81	43
ACT	C	T	7.9566e-09	0	missense_variant	64	benign	0	633	369
ACT	C	T	7.9566e-09	0	missense_variant	64	pathogenic	0	58	34
ACT	C	T	7.9566e-09	0	missense_variant	64	pathogenic	1	60	43
ACT	C	T	7.9566e-09	0	missense_variant	64	NA	NA	33	23
ACT	C	T	7.9566e-09	0	missense_variant	65	ambiguous	0	76	49
ACT	C	T	7.9566e-09	0	missense_variant	65	benign	0	620	364
ACT	C	T	7.9566e-09	0	missense_variant	65	pathogenic	0	50	30
ACT	C	T	7.9566e-09	0	missense_variant	65	pathogenic	1	61	41
ACT	C	T	7.9566e-09	0	missense_variant	65	NA	NA	50	26
ACT	C	T	7.9566e-09	0	missense_variant	66	ambiguous	0	92	61
ACT	C	T	7.9566e-09	0	missense_variant	66	benign	0	635	354
ACT	C	T	7.9566e-09	0	missense_variant	66	pathogenic	0	64	33
ACT	C	T	7.9566e-09	0	missense_variant	66	pathogenic	1	50	36
ACT	C	T	7.9566e-09	0	missense_variant	66	NA	NA	32	22
ACT	C	T	7.9566e-09	0	missense_variant	67	ambiguous	0	78	50
ACT	C	T	7.9566e-09	0	missense_variant	67	benign	0	604	373
ACT	C	T	7.9566e-09	0	missense_variant	67	pathogenic	0	60	44
ACT	C	T	7.9566e-09	0	missense_variant	67	pathogenic	1	64	41
ACT	C	T	7.9566e-09	0	missense_variant	67	NA	NA	36	19
ACT	C	T	7.9566e-09	0	missense_variant	68	ambiguous	0	79	52
ACT	C	T	7.9566e-09	0	missense_variant	68	benign	0	624	348
ACT	C	T	7.9566e-09	0	missense_variant	68	pathogenic	0	49	27
ACT	C	T	7.9566e-09	0	missense_variant	68	pathogenic	1	55	33
ACT	C	T	7.9566e-09	0	missense_variant	68	NA	NA	42	22
ACT	C	T	7.9566e-09	0	missense_variant	69	ambiguous	0	59	38
ACT	C	T	7.9566e-09	0	missense_variant	69	benign	0	589	341
ACT	C	T	7.9566e-09	0	missense_variant	69	pathogenic	0	46	29
ACT	C	T	7.9566e-09	0	missense_variant	69	pathogenic	1	63	42
ACT	C	T	7.9566e-09	0	missense_variant	69	NA	NA	44	29
ACT	C	T	7.9566e-09	0	missense_variant	70	ambiguous	0	61	37
ACT	C	T	7.9566e-09	0	missense_variant	70	benign	0	635	362
ACT	C	T	7.9566e-09	0	missense_variant	70	pathogenic	0	54	34
ACT	C	T	7.9566e-09	0	missense_variant	70	pathogenic	1	58	44
ACT	C	T	7.9566e-09	0	missense_variant	70	NA	NA	34	17
ACT	C	T	7.9566e-09	0	missense_variant	71	ambiguous	0	65	44
ACT	C	T	7.9566e-09	0	missense_variant	71	benign	0	604	349
ACT	C	T	7.9566e-09	0	missense_variant	71	pathogenic	0	43	27
ACT	C	T	7.9566e-09	0	missense_variant	71	pathogenic	1	53	37
ACT	C	T	7.9566e-09	0	missense_variant	71	NA	NA	34	19
ACT	C	T	7.9566e-09	0	missense_variant	72	ambiguous	0	66	42
ACT	C	T	7.9566e-09	0	missense_variant	72	benign	0	560	327
ACT	C	T	7.9566e-09	0	missense_variant	72	pathogenic	0	45	29
ACT	C	T	7.9566e-09	0	missense_variant	72	pathogenic	1	43	32
ACT	C	T	7.9566e-09	0	missense_variant	72	NA	NA	32	17
ACT	C	T	7.9566e-09	0	missense_variant	73	ambiguous	0	66	29
ACT	C	T	7.9566e-09	0	missense_variant	73	benign	0	590	330
ACT	C	T	7.9566e-09	0	missense_variant	73	pathogenic	0	49	33
ACT	C	T	7.9566e-09	0	missense_variant	73	pathogenic	1	55	36
ACT	C	T	7.9566e-09	0	missense_variant	73	NA	NA	27	15
ACT	C	T	7.9566e-09	0	missense_variant	74	ambiguous	0	63	38
ACT	C	T	7.9566e-09	0	missense_variant	74	benign	0	516	294
ACT	C	T	7.9566e-09	0	missense_variant	74	pathogenic	0	53	37
ACT	C	T	7.9566e-09	0	missense_variant	74	pathogenic	1	50	32
ACT	C	T	7.9566e-09	0	missense_variant	74	NA	NA	38	26
ACT	C	T	7.9566e-09	0	missense_variant	75	ambiguous	0	73	37
ACT	C	T	7.9566e-09	0	missense_variant	75	benign	0	556	306
ACT	C	T	7.9566e-09	0	missense_variant	75	pathogenic	0	58	34
ACT	C	T	7.9566e-09	0	missense_variant	75	pathogenic	1	51	33
ACT	C	T	7.9566e-09	0	missense_variant	75	NA	NA	34	14
ACT	C	T	7.9566e-09	0	missense_variant	76	ambiguous	0	65	39
ACT	C	T	7.9566e-09	0	missense_variant	76	benign	0	528	310
ACT	C	T	7.9566e-09	0	missense_variant	76	pathogenic	0	47	25
ACT	C	T	7.9566e-09	0	missense_variant	76	pathogenic	1	48	31
ACT	C	T	7.9566e-09	0	missense_variant	76	NA	NA	31	18
ACT	C	T	7.9566e-09	0	missense_variant	77	ambiguous	0	61	42
ACT	C	T	7.9566e-09	0	missense_variant	77	benign	0	536	293
ACT	C	T	7.9566e-09	0	missense_variant	77	pathogenic	0	44	30
ACT	C	T	7.9566e-09	0	missense_variant	77	pathogenic	1	44	31
ACT	C	T	7.9566e-09	0	missense_variant	77	NA	NA	30	13
ACT	C	T	7.9566e-09	0	missense_variant	78	ambiguous	0	52	34
ACT	C	T	7.9566e-09	0	missense_variant	78	benign	0	525	291
ACT	C	T	7.9566e-09	0	missense_variant	78	pathogenic	0	52	34
ACT	C	T	7.9566e-09	0	missense_variant	78	pathogenic	1	47	36
ACT	C	T	7.9566e-09	0	missense_variant	78	NA	NA	20	14
ACT	C	T	7.9566e-09	0	missense_variant	79	ambiguous	0	71	42
ACT	C	T	7.9566e-09	0	missense_variant	79	benign	0	533	306
ACT	C	T	7.9566e-09	0	missense_variant	79	pathogenic	0	30	19
ACT	C	T	7.9566e-09	0	missense_variant	79	pathogenic	1	42	36
ACT	C	T	7.9566e-09	0	missense_variant	79	NA	NA	34	22
ACT	C	T	7.9566e-09	0	missense_variant	80	ambiguous	0	64	36
ACT	C	T	7.9566e-09	0	missense_variant	80	benign	0	506	291
ACT	C	T	7.9566e-09	0	missense_variant	80	pathogenic	0	48	29
ACT	C	T	7.9566e-09	0	missense_variant	80	pathogenic	1	49	31
ACT	C	T	7.9566e-09	0	missense_variant	80	NA	NA	33	20
ACT	C	T	7.9566e-09	0	missense_variant	81	ambiguous	0	73	48
ACT	C	T	7.9566e-09	0	missense_variant	81	benign	0	496	269
ACT	C	T	7.9566e-09	0	missense_variant	81	pathogenic	0	55	35
ACT	C	T	7.9566e-09	0	missense_variant	81	pathogenic	1	44	29
ACT	C	T	7.9566e-09	0	missense_variant	81	NA	NA	26	16
ACT	C	T	7.9566e-09	0	missense_variant	82	ambiguous	0	60	39
ACT	C	T	7.9566e-09	0	missense_variant	82	benign	0	525	298
ACT	C	T	7.9566e-09	0	missense_variant	82	pathogenic	0	36	16
ACT	C	T	7.9566e-09	0	missense_variant	82	pathogenic	1	44	32
ACT	C	T	7.9566e-09	0	missense_variant	82	NA	NA	27	15
ACT	C	T	7.9566e-09	0	missense_variant	83	ambiguous	0	67	34
ACT	C	T	7.9566e-09	0	missense_variant	83	benign	0	447	268
ACT	C	T	7.9566e-09	0	missense_variant	83	pathogenic	0	40	27
ACT	C	T	7.9566e-09	0	missense_variant	83	pathogenic	1	41	23
ACT	C	T	7.9566e-09	0	missense_variant	83	NA	NA	28	21
ACT	C	T	7.9566e-09	0	missense_variant	84	ambiguous	0	59	38
ACT	C	T	7.9566e-09	0	missense_variant	84	benign	0	453	269
ACT	C	T	7.9566e-09	0	missense_variant	84	pathogenic	0	40	27
ACT	C	T	7.9566e-09	0	missense_variant	84	pathogenic	1	44	31
ACT	C	T	7.9566e-09	0	missense_variant	84	NA	NA	31	20
ACT	C	T	7.9566e-09	0	missense_variant	85	ambiguous	0	48	32
ACT	C	T	7.9566e-09	0	missense_variant	85	benign	0	456	248
ACT	C	T	7.9566e-09	0	missense_variant	85	pathogenic	0	43	24
ACT	C	T	7.9566e-09	0	missense_variant	85	pathogenic	1	40	21
ACT	C	T	7.9566e-09	0	missense_variant	85	NA	NA	26	14
ACT	C	T	7.9566e-09	0	missense_variant	86	ambiguous	0	50	28
ACT	C	T	7.9566e-09	0	missense_variant	86	benign	0	454	255
ACT	C	T	7.9566e-09	0	missense_variant	86	pathogenic	0	32	22
ACT	C	T	7.9566e-09	0	missense_variant	86	pathogenic	1	40	24
ACT	C	T	7.9566e-09	0	missense_variant	86	NA	NA	42	19
ACT	C	T	7.9566e-09	0	missense_variant	87	ambiguous	0	55	33
ACT	C	T	7.9566e-09	0	missense_variant	87	benign	0	487	283
ACT	C	T	7.9566e-09	0	missense_variant	87	pathogenic	0	39	25
ACT	C	T	7.9566e-09	0	missense_variant	87	pathogenic	1	32	22
ACT	C	T	7.9566e-09	0	missense_variant	87	NA	NA	24	10
ACT	C	T	7.9566e-09	0	missense_variant	88	ambiguous	0	45	28
ACT	C	T	7.9566e-09	0	missense_variant	88	benign	0	456	242
ACT	C	T	7.9566e-09	0	missense_variant	88	pathogenic	0	32	19
ACT	C	T	7.9566e-09	0	missense_variant	88	pathogenic	1	33	22
ACT	C	T	7.9566e-09	0	missense_variant	88	NA	NA	32	20
ACT	C	T	7.9566e-09	0	missense_variant	89	ambiguous	0	42	27
ACT	C	T	7.9566e-09	0	missense_variant	89	benign	0	437	230
ACT	C	T	7.9566e-09	0	missense_variant	89	pathogenic	0	38	22
ACT	C	T	7.9566e-09	0	missense_variant	89	pathogenic	1	44	25
ACT	C	T	7.9566e-09	0	missense_variant	89	NA	NA	25	12
ACT	C	T	7.9566e-09	0	missense_variant	90	ambiguous	0	59	41
ACT	C	T	7.9566e-09	0	missense_variant	90	benign	0	419	233
ACT	C	T	7.9566e-09	0	missense_variant	90	pathogenic	0	43	25
ACT	C	T	7.9566e-09	0	missense_variant	90	pathogenic	1	34	22
ACT	C	T	7.9566e-09	0	missense_variant	90	NA	NA	16	4
ACT	C	T	7.9566e-09	0	missense_variant	91	ambiguous	0	48	34
ACT	C	T	7.9566e-09	0	missense_variant	91	benign	0	464	255
ACT	C	T	7.9566e-09	0	missense_variant	91	pathogenic	0	35	29
ACT	C	T	7.9566e-09	0	missense_variant	91	pathogenic	1	39	32
ACT	C	T	7.9566e-09	0	missense_variant	91	NA	NA	26	16
ACT	C	T	7.9566e-09	0	missense_variant	92	ambiguous	0	47	35
ACT	C	T	7.9566e-09	0	missense_variant	92	benign	0	403	238
ACT	C	T	7.9566e-09	0	missense_variant	92	pathogenic	0	34	22
ACT	C	T	7.9566e-09	0	missense_variant	92	pathogenic	1	45	36
ACT	C	T	7.9566e-09	0	missense_variant	92	NA	NA	26	17
ACT	C	T	7.9566e-09	0	missense_variant	93	ambiguous	0	52	34
ACT	C	T	7.9566e-09	0	missense_variant	93	benign	0	450	265
ACT	C	T	7.9566e-09	0	missense_variant	93	pathogenic	0	26	14
ACT	C	T	7.9566e-09	0	missense_variant	93	pathogenic	1	32	21
ACT	C	T	7.9566e-09	0	missense_variant	93	NA	NA	29	12
ACT	C	T	7.9566e-09	0	missense_variant	94	ambiguous	0	41	21
ACT	C	T	7.9566e-09	0	missense_variant	94	benign	0	440	244
ACT	C	T	7.9566e-09	0	missense_variant	94	pathogenic	0	27	17
ACT	C	T	7.9566e-09	0	missense_variant	94	pathogenic	1	35	25
ACT	C	T	7.9566e-09	0	missense_variant	94	NA	NA	22	13
ACT	C	T	7.9566e-09	0	missense_variant	95	ambiguous	0	44	25
ACT	C	T	7.9566e-09	0	missense_variant	95	benign	0	390	213
ACT	C	T	7.9566e-09	0	missense_variant	95	pathogenic	0	24	13
ACT	C	T	7.9566e-09	0	missense_variant	95	pathogenic	1	17	14
ACT	C	T	7.9566e-09	0	missense_variant	95	NA	NA	29	16
ACT	C	T	7.9566e-09	0	missense_variant	96	ambiguous	0	43	27
ACT	C	T	7.9566e-09	0	missense_variant	96	benign	0	424	227
ACT	C	T	7.9566e-09	0	missense_variant	96	pathogenic	0	27	18
ACT	C	T	7.9566e-09	0	missense_variant	96	pathogenic	1	25	14
ACT	C	T	7.9566e-09	0	missense_variant	96	NA	NA	17	14
ACT	C	T	7.9566e-09	0	missense_variant	97	ambiguous	0	46	24
ACT	C	T	7.9566e-09	0	missense_variant	97	benign	0	375	201
ACT	C	T	7.9566e-09	0	missense_variant	97	pathogenic	0	32	20
ACT	C	T	7.9566e-09	0	missense_variant	97	pathogenic	1	35	27
ACT	C	T	7.9566e-09	0	missense_variant	97	NA	NA	21	11
ACT	C	T	7.9566e-09	0	missense_variant	98	ambiguous	0	39	18
ACT	C	T	7.9566e-09	0	missense_variant	98	benign	0	382	223
ACT	C	T	7.9566e-09	0	missense_variant	98	pathogenic	0	28	16
ACT	C	T	7.9566e-09	0	missense_variant	98	pathogenic	1	26	20
ACT	C	T	7.9566e-09	0	missense_variant	98	NA	NA	20	8
ACT	C	T	7.9566e-09	0	missense_variant	99	ambiguous	0	35	22
ACT	C	T	7.9566e-09	0	missense_variant	99	benign	0	335	181
ACT	C	T	7.9566e-09	0	missense_variant	99	pathogenic	0	31	18
ACT	C	T	7.9566e-09	0	missense_variant	99	pathogenic	1	24	19
ACT	C	T	7.9566e-09	0	missense_variant	99	NA	NA	17	9
ACT	C	T	7.9566e-09	0	missense_variant	100	ambiguous	0	1173	710
ACT	C	T	7.9566e-09	0	missense_variant	100	benign	0	11203	6222
ACT	C	T	7.9566e-09	0	missense_variant	100	pathogenic	0	762	463
ACT	C	T	7.9566e-09	0	missense_variant	100	pathogenic	1	811	563
ACT	C	T	7.9566e-09	0	missense_variant	100	NA	NA	667	357
CAA	A	C	1.9615e-09	0	missense_variant	6	benign	0	1	0
CAA	A	C	1.9615e-09	0	missense_variant	10	benign	0	1	1
CAA	A	C	1.9615e-09	0	missense_variant	10	pathogenic	1	1	1
CAA	A	C	1.9615e-09	0	missense_variant	10	NA	NA	1	1
CAA	A	C	1.9615e-09	0	missense_variant	14	benign	0	2	0
CAA	A	C	1.9615e-09	0	missense_variant	15	benign	0	8	5
CAA	A	C	1.9615e-09	0	missense_variant	15	pathogenic	1	1	1
CAA	A	C	1.9615e-09	0	missense_variant	15	NA	NA	1	0
CAA	A	C	1.9615e-09	0	missense_variant	16	ambiguous	0	4	2
CAA	A	C	1.9615e-09	0	missense_variant	16	benign	0	10	7
CAA	A	C	1.9615e-09	0	missense_variant	16	pathogenic	0	5	4
CAA	A	C	1.9615e-09	0	missense_variant	16	pathogenic	1	5	5
CAA	A	C	1.9615e-09	0	missense_variant	16	NA	NA	2	1
CAA	A	C	1.9615e-09	0	missense_variant	17	ambiguous	0	3	2
CAA	A	C	1.9615e-09	0	missense_variant	17	benign	0	8	5
CAA	A	C	1.9615e-09	0	missense_variant	17	pathogenic	0	5	3
CAA	A	C	1.9615e-09	0	missense_variant	17	pathogenic	1	3	2
CAA	A	C	1.9615e-09	0	missense_variant	17	NA	NA	2	0
CAA	A	C	1.9615e-09	0	missense_variant	18	ambiguous	0	2	0
CAA	A	C	1.9615e-09	0	missense_variant	18	benign	0	22	17
CAA	A	C	1.9615e-09	0	missense_variant	18	pathogenic	0	3	2
CAA	A	C	1.9615e-09	0	missense_variant	18	pathogenic	1	6	4
CAA	A	C	1.9615e-09	0	missense_variant	18	NA	NA	4	3
CAA	A	C	1.9615e-09	0	missense_variant	19	ambiguous	0	6	4
CAA	A	C	1.9615e-09	0	missense_variant	19	benign	0	34	19
CAA	A	C	1.9615e-09	0	missense_variant	19	pathogenic	0	2	1
CAA	A	C	1.9615e-09	0	missense_variant	19	pathogenic	1	12	11
CAA	A	C	1.9615e-09	0	missense_variant	19	NA	NA	3	2
CAA	A	C	1.9615e-09	0	missense_variant	20	ambiguous	0	7	5
CAA	A	C	1.9615e-09	0	missense_variant	20	benign	0	53	31
CAA	A	C	1.9615e-09	0	missense_variant	20	pathogenic	0	4	2
CAA	A	C	1.9615e-09	0	missense_variant	20	pathogenic	1	17	12
CAA	A	C	1.9615e-09	0	missense_variant	20	NA	NA	5	2
CAA	A	C	1.9615e-09	0	missense_variant	21	ambiguous	0	10	10
CAA	A	C	1.9615e-09	0	missense_variant	21	benign	0	59	32
CAA	A	C	1.9615e-09	0	missense_variant	21	pathogenic	0	10	5
CAA	A	C	1.9615e-09	0	missense_variant	21	pathogenic	1	9	5
CAA	A	C	1.9615e-09	0	missense_variant	21	NA	NA	3	0
CAA	A	C	1.9615e-09	0	missense_variant	22	ambiguous	0	17	11
CAA	A	C	1.9615e-09	0	missense_variant	22	benign	0	58	34
CAA	A	C	1.9615e-09	0	missense_variant	22	pathogenic	0	10	9
CAA	A	C	1.9615e-09	0	missense_variant	22	pathogenic	1	14	12
CAA	A	C	1.9615e-09	0	missense_variant	22	NA	NA	4	2
CAA	A	C	1.9615e-09	0	missense_variant	23	ambiguous	0	9	5
CAA	A	C	1.9615e-09	0	missense_variant	23	benign	0	73	42
CAA	A	C	1.9615e-09	0	missense_variant	23	pathogenic	0	5	2
CAA	A	C	1.9615e-09	0	missense_variant	23	pathogenic	1	20	16
CAA	A	C	1.9615e-09	0	missense_variant	23	NA	NA	6	3
CAA	A	C	1.9615e-09	0	missense_variant	24	ambiguous	0	9	8
CAA	A	C	1.9615e-09	0	missense_variant	24	benign	0	67	37
CAA	A	C	1.9615e-09	0	missense_variant	24	pathogenic	0	10	5
CAA	A	C	1.9615e-09	0	missense_variant	24	pathogenic	1	9	8
CAA	A	C	1.9615e-09	0	missense_variant	24	NA	NA	8	5
CAA	A	C	1.9615e-09	0	missense_variant	25	ambiguous	0	20	16
CAA	A	C	1.9615e-09	0	missense_variant	25	benign	0	88	52
CAA	A	C	1.9615e-09	0	missense_variant	25	pathogenic	0	18	16
CAA	A	C	1.9615e-09	0	missense_variant	25	pathogenic	1	20	13
CAA	A	C	1.9615e-09	0	missense_variant	25	NA	NA	4	2
CAA	A	C	1.9615e-09	0	missense_variant	26	ambiguous	0	12	8
CAA	A	C	1.9615e-09	0	missense_variant	26	benign	0	95	57
CAA	A	C	1.9615e-09	0	missense_variant	26	pathogenic	0	17	13
CAA	A	C	1.9615e-09	0	missense_variant	26	pathogenic	1	24	16
CAA	A	C	1.9615e-09	0	missense_variant	26	NA	NA	10	5
CAA	A	C	1.9615e-09	0	missense_variant	27	ambiguous	0	22	13
CAA	A	C	1.9615e-09	0	missense_variant	27	benign	0	98	64
CAA	A	C	1.9615e-09	0	missense_variant	27	pathogenic	0	12	9
CAA	A	C	1.9615e-09	0	missense_variant	27	pathogenic	1	26	21
CAA	A	C	1.9615e-09	0	missense_variant	27	NA	NA	7	4
CAA	A	C	1.9615e-09	0	missense_variant	28	ambiguous	0	14	8
CAA	A	C	1.9615e-09	0	missense_variant	28	benign	0	99	64
CAA	A	C	1.9615e-09	0	missense_variant	28	pathogenic	0	14	10
CAA	A	C	1.9615e-09	0	missense_variant	28	pathogenic	1	34	26
CAA	A	C	1.9615e-09	0	missense_variant	28	NA	NA	11	4
CAA	A	C	1.9615e-09	0	missense_variant	29	ambiguous	0	19	15
CAA	A	C	1.9615e-09	0	missense_variant	29	benign	0	112	80
CAA	A	C	1.9615e-09	0	missense_variant	29	pathogenic	0	23	16
CAA	A	C	1.9615e-09	0	missense_variant	29	pathogenic	1	22	18
CAA	A	C	1.9615e-09	0	missense_variant	29	NA	NA	12	8
CAA	A	C	1.9615e-09	0	missense_variant	30	ambiguous	0	24	14
CAA	A	C	1.9615e-09	0	missense_variant	30	benign	0	118	78
CAA	A	C	1.9615e-09	0	missense_variant	30	pathogenic	0	16	11
CAA	A	C	1.9615e-09	0	missense_variant	30	pathogenic	1	29	19
CAA	A	C	1.9615e-09	0	missense_variant	30	NA	NA	12	9
CAA	A	C	1.9615e-09	0	missense_variant	31	ambiguous	0	21	11
CAA	A	C	1.9615e-09	0	missense_variant	31	benign	0	126	76
CAA	A	C	1.9615e-09	0	missense_variant	31	pathogenic	0	26	18
CAA	A	C	1.9615e-09	0	missense_variant	31	pathogenic	1	32	22
CAA	A	C	1.9615e-09	0	missense_variant	31	NA	NA	11	9
CAA	A	C	1.9615e-09	0	missense_variant	32	ambiguous	0	24	16
CAA	A	C	1.9615e-09	0	missense_variant	32	benign	0	138	92
CAA	A	C	1.9615e-09	0	missense_variant	32	pathogenic	0	14	9
CAA	A	C	1.9615e-09	0	missense_variant	32	pathogenic	1	36	28
CAA	A	C	1.9615e-09	0	missense_variant	32	NA	NA	9	6
CAA	A	C	1.9615e-09	0	missense_variant	33	ambiguous	0	32	17
CAA	A	C	1.9615e-09	0	missense_variant	33	benign	0	168	100
CAA	A	C	1.9615e-09	0	missense_variant	33	pathogenic	0	28	23
CAA	A	C	1.9615e-09	0	missense_variant	33	pathogenic	1	44	34
CAA	A	C	1.9615e-09	0	missense_variant	33	NA	NA	16	7
CAA	A	C	1.9615e-09	0	missense_variant	34	ambiguous	0	40	29
CAA	A	C	1.9615e-09	0	missense_variant	34	benign	0	153	102
CAA	A	C	1.9615e-09	0	missense_variant	34	pathogenic	0	27	19
CAA	A	C	1.9615e-09	0	missense_variant	34	pathogenic	1	41	30
CAA	A	C	1.9615e-09	0	missense_variant	34	NA	NA	5	4
CAA	A	C	1.9615e-09	0	missense_variant	35	ambiguous	0	32	26
CAA	A	C	1.9615e-09	0	missense_variant	35	benign	0	170	108
CAA	A	C	1.9615e-09	0	missense_variant	35	pathogenic	0	19	12
CAA	A	C	1.9615e-09	0	missense_variant	35	pathogenic	1	54	32
CAA	A	C	1.9615e-09	0	missense_variant	35	NA	NA	5	1
CAA	A	C	1.9615e-09	0	missense_variant	36	ambiguous	0	42	30
CAA	A	C	1.9615e-09	0	missense_variant	36	benign	0	177	115
CAA	A	C	1.9615e-09	0	missense_variant	36	pathogenic	0	24	15
CAA	A	C	1.9615e-09	0	missense_variant	36	pathogenic	1	37	29
CAA	A	C	1.9615e-09	0	missense_variant	36	NA	NA	18	13
CAA	A	C	1.9615e-09	0	missense_variant	37	ambiguous	0	33	20
CAA	A	C	1.9615e-09	0	missense_variant	37	benign	0	192	129
CAA	A	C	1.9615e-09	0	missense_variant	37	pathogenic	0	27	18
CAA	A	C	1.9615e-09	0	missense_variant	37	pathogenic	1	44	31
CAA	A	C	1.9615e-09	0	missense_variant	37	NA	NA	20	12
CAA	A	C	1.9615e-09	0	missense_variant	38	ambiguous	0	31	19
CAA	A	C	1.9615e-09	0	missense_variant	38	benign	0	195	128
CAA	A	C	1.9615e-09	0	missense_variant	38	pathogenic	0	37	21
CAA	A	C	1.9615e-09	0	missense_variant	38	pathogenic	1	77	62
CAA	A	C	1.9615e-09	0	missense_variant	38	NA	NA	18	8
CAA	A	C	1.9615e-09	0	missense_variant	39	ambiguous	0	40	29
CAA	A	C	1.9615e-09	0	missense_variant	39	benign	0	179	118
CAA	A	C	1.9615e-09	0	missense_variant	39	pathogenic	0	33	21
CAA	A	C	1.9615e-09	0	missense_variant	39	pathogenic	1	71	51
CAA	A	C	1.9615e-09	0	missense_variant	39	NA	NA	17	9
CAA	A	C	1.9615e-09	0	missense_variant	40	ambiguous	0	21	13
CAA	A	C	1.9615e-09	0	missense_variant	40	benign	0	185	125
CAA	A	C	1.9615e-09	0	missense_variant	40	pathogenic	0	41	25
CAA	A	C	1.9615e-09	0	missense_variant	40	pathogenic	1	53	36
CAA	A	C	1.9615e-09	0	missense_variant	40	NA	NA	15	8
CAA	A	C	1.9615e-09	0	missense_variant	41	ambiguous	0	29	20
CAA	A	C	1.9615e-09	0	missense_variant	41	benign	0	201	120
CAA	A	C	1.9615e-09	0	missense_variant	41	pathogenic	0	29	18
CAA	A	C	1.9615e-09	0	missense_variant	41	pathogenic	1	67	48
CAA	A	C	1.9615e-09	0	missense_variant	41	NA	NA	19	15
CAA	A	C	1.9615e-09	0	missense_variant	42	ambiguous	0	37	26
CAA	A	C	1.9615e-09	0	missense_variant	42	benign	0	239	147
CAA	A	C	1.9615e-09	0	missense_variant	42	pathogenic	0	21	12
CAA	A	C	1.9615e-09	0	missense_variant	42	pathogenic	1	48	29
CAA	A	C	1.9615e-09	0	missense_variant	42	NA	NA	18	13
CAA	A	C	1.9615e-09	0	missense_variant	43	ambiguous	0	37	22
CAA	A	C	1.9615e-09	0	missense_variant	43	benign	0	216	138
CAA	A	C	1.9615e-09	0	missense_variant	43	pathogenic	0	34	26
CAA	A	C	1.9615e-09	0	missense_variant	43	pathogenic	1	65	43
CAA	A	C	1.9615e-09	0	missense_variant	43	NA	NA	18	14
CAA	A	C	1.9615e-09	0	missense_variant	44	ambiguous	0	24	15
CAA	A	C	1.9615e-09	0	missense_variant	44	benign	0	222	136
CAA	A	C	1.9615e-09	0	missense_variant	44	pathogenic	0	34	23
CAA	A	C	1.9615e-09	0	missense_variant	44	pathogenic	1	69	54
CAA	A	C	1.9615e-09	0	missense_variant	44	NA	NA	25	15
CAA	A	C	1.9615e-09	0	missense_variant	45	ambiguous	0	41	23
CAA	A	C	1.9615e-09	0	missense_variant	45	benign	0	230	142
CAA	A	C	1.9615e-09	0	missense_variant	45	pathogenic	0	30	20
CAA	A	C	1.9615e-09	0	missense_variant	45	pathogenic	1	61	42
CAA	A	C	1.9615e-09	0	missense_variant	45	NA	NA	16	11
CAA	A	C	1.9615e-09	0	missense_variant	46	ambiguous	0	45	33
CAA	A	C	1.9615e-09	0	missense_variant	46	benign	0	219	128
CAA	A	C	1.9615e-09	0	missense_variant	46	pathogenic	0	24	16
CAA	A	C	1.9615e-09	0	missense_variant	46	pathogenic	1	52	42
CAA	A	C	1.9615e-09	0	missense_variant	46	NA	NA	13	10
CAA	A	C	1.9615e-09	0	missense_variant	47	ambiguous	0	39	20
CAA	A	C	1.9615e-09	0	missense_variant	47	benign	0	232	148
CAA	A	C	1.9615e-09	0	missense_variant	47	pathogenic	0	28	11
CAA	A	C	1.9615e-09	0	missense_variant	47	pathogenic	1	54	44
CAA	A	C	1.9615e-09	0	missense_variant	47	NA	NA	21	13
CAA	A	C	1.9615e-09	0	missense_variant	48	ambiguous	0	33	24
CAA	A	C	1.9615e-09	0	missense_variant	48	benign	0	239	139
CAA	A	C	1.9615e-09	0	missense_variant	48	pathogenic	0	47	34
CAA	A	C	1.9615e-09	0	missense_variant	48	pathogenic	1	67	46
CAA	A	C	1.9615e-09	0	missense_variant	48	NA	NA	20	13
CAA	A	C	1.9615e-09	0	missense_variant	49	ambiguous	0	44	28
CAA	A	C	1.9615e-09	0	missense_variant	49	benign	0	241	142
CAA	A	C	1.9615e-09	0	missense_variant	49	pathogenic	0	36	21
CAA	A	C	1.9615e-09	0	missense_variant	49	pathogenic	1	60	41
CAA	A	C	1.9615e-09	0	missense_variant	49	NA	NA	15	10
CAA	A	C	1.9615e-09	0	missense_variant	50	ambiguous	0	33	20
CAA	A	C	1.9615e-09	0	missense_variant	50	benign	0	227	156
CAA	A	C	1.9615e-09	0	missense_variant	50	pathogenic	0	45	29
CAA	A	C	1.9615e-09	0	missense_variant	50	pathogenic	1	55	36
CAA	A	C	1.9615e-09	0	missense_variant	50	NA	NA	12	8
